Obs	Country	Party	countrypartyid	Leader	Year	majoritarian	gov	majorparty	seatdiff	seatshare	groups	FoundedAfter1980	FoundedAfter1965	FoundedAfter1970	FoundedAfter1975	perfemmp2	fem.mandate	Female	leaderage	Died	died2	Party_Death	FFL.new	AFFL.new	Time	LeaderDeath	LeaderYearFirst	LeaderYear	LeaderInclude.woC.woPD	LeaderInclude.woC.wPD	LeaderInclude.wC.woPD	LeaderInclude.wC.wPD	FemLeaderNum	NewLeader	rbgroup
129	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Tim Fischer"	1992	1	0	0			"80"	0	0	0	0		0	0	46	0	0	0	0	0	28	0	3	3	1	1	1	1	0	0	"80"
130	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Tim Fischer"	1993	1	0	0			"80"	0	0	0	0		0	0	47	0	0	0	0	0	29	0	4	4	1	1	1	1	0	0	"80"
131	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Tim Fischer"	1994	1	0	0			"80"	0	0	0	0		0	0	48	0	0	0	0	0	30	0	5	5	1	1	1	1	0	0	"80"
132	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Tim Fischer"	1995	1	0	0			"80"	0	0	0	0		0	0	49	0	0	0	0	0	31	0	6	6	1	1	1	1	0	0	"80"
133	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Tim Fischer"	1996	1	1	0			"80"	0	0	0	0		0	0	50	0	0	0	0	0	32	0	7	7	1	1	1	1	0	0	"80"
134	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Tim Fischer"	1997	1	1	0			"80"	0	0	0	0		0	0	51	0	0	0	0	0	33	0	8	8	1	1	1	1	0	0	"80"
135	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Tim Fischer"	1998	1	1	0			"80"	0	0	0	0		0	0	52	0	0	0	0	0	34	1	9	9	1	1	1	1	0	0	"80"
136	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Tim Fischer/John Anderson"	1999	1	1	0			"80"	0	0	0	0		0	0	43	0	0	0	0	0	35	0	1	1	1	1	1	1	0	1	"80"
137	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"John Anderson"	2000	1	1	0			"80"	0	0	0	0		0	0	44	0	0	0	0	0	36	0	2	2	1	1	1	1	0	0	"80"
138	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"John Anderson"	2001	1	1	0			"80"	0	0	0	0		0	0	45	0	0	0	0	0	37	0	3	3	1	1	1	1	0	0	"80"
139	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"John Anderson"	2002	1	1	0			"80"	0	0	0	0		0	0	46	0	0	0	0	0	38	0	4	4	1	1	1	1	0	0	"80"
140	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"John Anderson"	2003	1	1	0			"80"	0	0	0	0		0	0	47	0	0	0	0	0	39	0	5	5	1	1	1	1	0	0	"80"
141	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"John Anderson"	2004	1	1	0			"80"	0	0	0	0		0	0	48	0	0	0	0	0	40	1	6	6	1	1	1	1	0	0	"80"
142	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"John Anderson/Mark Vaile"	2005	1	1	0			"80"	0	0	0	0		0	0	49	0	0	0	0	0	41	0	1	1	1	1	1	1	0	1	"80"
143	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Mark Vaile"	2006	1	1	0			"80"	0	0	0	0		0	0	50	0	0	0	0	0	42	1	2	2	1	1	1	1	0	0	"80"
144	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Mark Vaile/Warren Truss"	2007	1	0	0			"80"	0	0	0	0		0	0	59	0	0	0	0	0	43	0	1	1	0	0	1	1	0	1	"80"
145	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Warren Truss"	2008	1	0	0			"80"	0	0	0	0		0	0	60	0	0	0	0	0	44	0	2	2	0	0	1	1	0	0	"80"
146	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Warren Truss"	2009	1	0	0			"80"	0	0	0	0		0	0	61	0	0	0	0	0	45	0	3	3	0	0	1	1	0	0	"80"
147	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Warren Truss"	2010	1	0	0			"80"	0	0	0	0		0	0	62	0	0	0	0	0	46	0	4	4	0	0	1	1	0	0	"80"
148	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Warren Truss"	2011	1	0	0			"80"	0	0	0	0		0	0	63	0	0	0	0	0	47	0	5	5	0	0	1	1	0	0	"80"
149	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Warren Truss"	2012	1	0	0			"80"	0	0	0	0		0	0	64	0	0	0	0	0	48	0	6	6	0	0	1	1	0	0	"80"
150	"Australia"	"National Party (Australia)"	"Australia National Party (Australia)"	"Warren Truss"	2013	1	0	0			"80"	0	0	0	0		0	0	65	0	0	0	0	0	49	0	7	7	0	0	1	1	0	0	"80"
151	"Austria"	"BZO"	"Austria BZO"	"Jorg Haider"	2005	0	1	0	0	0	"70"	1	1	1	1		0	0	55	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	"70"
152	"Austria"	"BZO"	"Austria BZO"	"Jorg Haider/Peter Westenthaler"	2006	0	1	0			"70"	1	1	1	1		0	0	39	0	0	0	0	0	2	0	1	1	1	1	1	1	0	1	"70"
153	"Austria"	"BZO"	"Austria BZO"	"Peter Westenthaler"	2007	0	0	0			"70"	1	1	1	1		0	0	40	0	1	0	0	0	3	1	2	2	1	1	1	1	0	0	"70"
154	"Austria"	"BZO"	"Austria BZO"	"Peter Westenthaler/Jorg Haider"	2008	0	0	0			"70"	1	1	1	1		0	0	58	1	0	0	0	0	4	1	1	1	1	1	1	1	0	1	"70"
155	"Austria"	"BZO"	"Austria BZO"	"Josef Bucher"	2009	0	0	0			"70"	1	1	1	1		0	0	44	0	0	0	0	0	5	0	1	1	1	1	1	1	0	1	"70"
156	"Austria"	"BZO"	"Austria BZO"	"Josef Bucher"	2010	0	0	0			"70"	1	1	1	1		0	0	45	0	0	0	0	0	6	0	2	2	1	1	1	1	0	0	"70"
157	"Austria"	"BZO"	"Austria BZO"	"Josef Bucher"	2011	0	0	0			"70"	1	1	1	1		0	0	46	0	0	0	0	0	7	0	3	3	1	1	1	1	0	0	"70"
158	"Austria"	"BZO"	"Austria BZO"	"Josef Bucher"	2012	0	0	0			"70"	1	1	1	1		0	0	47	0	0	0	0	0	8	1	4	4	1	1	1	1	0	0	"70"
159	"Austria"	"BZO"	"Austria BZO"	"Josef Bucher/Gerald Grosz"	2013	0	0	0		0	"70"	1	1	1	1		0	0	36	0	0	0	0	0	9	0	1	1	0	0	1	1	0	1	"70"
160	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Freda Meissner-Blau"	1986	0	0	0	0		"10"	1	1	1	1		0	1	59	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	"10"
161	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Freda Meissner-Blau"	1987	0	0	0	0		"10"	1	1	1	1		0	1	60	0	0	0	0	1	2	1	2	2	1	1	1	1	1	0	"10"
162	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Freda Meissner-Blau/Johannes Voggenhuber"	1988	0	0	0	0		"10"	1	1	1	1		0	0	38	0	0	0	0	1	3	0	1	1	1	1	1	1	0	1	"10"
163	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Johannes Voggenhuber"	1989	0	0	0	0		"10"	1	1	1	1		0	0	39	0	0	0	0	1	4	0	2	2	1	1	1	1	0	0	"10"
164	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Johannes Voggenhuber"	1990	0	0	0			"10"	1	1	1	1		0	0	40	0	0	0	0	1	5	0	3	3	1	1	1	1	0	0	"10"
165	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Johannes Voggenhuber"	1991	0	0	0			"10"	1	1	1	1		0	0	41	0	0	0	0	1	6	1	4	4	1	1	1	1	0	0	"10"
166	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Johannes Voggenhuber/Peter Pilz"	1992	0	0	0			"10"	1	1	1	1		0	0	38	0	0	0	0	1	7	0	1	1	1	1	1	1	0	1	"10"
167	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Peter Pilz"	1993	0	0	0			"10"	1	1	1	1		0	0	39	0	0	0	0	1	8	1	2	2	1	1	1	1	0	0	"10"
168	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Peter Pilz/Madeleine Petrovic"	1994	0	0	0			"10"	1	1	1	1		0	1	38	0	0	0	0	1	9	0	1	1	1	1	1	1	2	1	"10"
169	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Madeleine Petrovic"	1995	0	0	0			"10"	1	1	1	1		0	1	39	0	0	0	0	1	10	1	2	2	1	1	1	1	2	0	"10"
170	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Madeleine Petrovic/Christoph Chorherr"	1996	0	0	0			"10"	1	1	1	1		0	0	36	0	0	0	0	1	11	1	1	1	1	1	1	1	0	1	"10"
171	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Christoph Chorherr/Alex Van der Bellen"	1997	0	0	0			"10"	1	1	1	1		0	0	53	0	0	0	0	1	12	0	1	1	1	1	1	1	0	1	"10"
172	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	1998	0	0	0			"10"	1	1	1	1		0	0	54	0	0	0	0	1	13	0	2	2	1	1	1	1	0	0	"10"
173	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	1999	0	0	0			"10"	1	1	1	1		0	0	55	0	0	0	0	1	14	0	3	3	1	1	1	1	0	0	"10"
174	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	2000	0	0	0			"10"	1	1	1	1		0	0	56	0	0	0	0	1	15	0	4	4	1	1	1	1	0	0	"10"
175	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	2001	0	0	0			"10"	1	1	1	1		0	0	57	0	0	0	0	1	16	0	5	5	1	1	1	1	0	0	"10"
176	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	2002	0	0	0			"10"	1	1	1	1		0	0	58	0	0	0	0	1	17	0	6	6	1	1	1	1	0	0	"10"
177	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	2003	0	0	0			"10"	1	1	1	1		0	0	59	0	0	0	0	1	18	0	7	7	1	1	1	1	0	0	"10"
178	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	2004	0	0	0			"10"	1	1	1	1		0	0	60	0	0	0	0	1	19	0	8	8	1	1	1	1	0	0	"10"
179	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	2005	0	0	0			"10"	1	1	1	1		0	0	61	0	0	0	0	1	20	0	9	9	1	1	1	1	0	0	"10"
180	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	2006	0	0	0			"10"	1	1	1	1		0	0	62	0	0	0	0	1	21	0	10	10	1	1	1	1	0	0	"10"
181	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen"	2007	0	0	0			"10"	1	1	1	1		0	0	63	0	0	0	0	1	22	1	11	11	1	1	1	1	0	0	"10"
182	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Alex Van der Bellen/Eva Glawischnig-Piesczek (acting)"	2008	0	0	0			"10"	1	1	1	1		0	1	39	0	0	0	0	1	23	0	1	1	0	0	1	1	3	1	"10"
183	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Eva Glawischnig-Piesczek"	2009	0	0	0			"10"	1	1	1	1		0	1	40	0	0	0	0	1	24	0	2	2	0	0	1	1	3	0	"10"
184	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Eva Glawischnig-Piesczek"	2010	0	0	0			"10"	1	1	1	1		0	1	41	0	0	0	0	1	25	0	3	3	0	0	1	1	3	0	"10"
185	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Eva Glawischnig-Piesczek"	2011	0	0	0			"10"	1	1	1	1		0	1	42	0	0	0	0	1	26	0	4	4	0	0	1	1	3	0	"10"
186	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Eva Glawischnig-Piesczek"	2012	0	0	0			"10"	1	1	1	1		0	1	43	0	0	0	0	1	27	0	5	5	0	0	1	1	3	0	"10"
187	"Austria"	"Die Grunen"	"Austria Die Grunen"	"Eva Glawischnig-Piesczek"	2013	0	0	0			"10"	1	1	1	1		0	1	44	0	0	0	0	1	28	0	6	6	0	0	1	1	3	0	"10"
188	"Austria"	"FPO"	"Austria FPO"	""	1959	0	0		0		"40"						0			0	0	0		0		0	0	0	0	0	0	0	0		"40"
189	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1965	0	0	0	0		"40"	0	0	0	0		0	0	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"40"
190	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1966	0	0	0			"40"	0	0	0	0		0	0	45	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	"40"
191	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1967	0	0	0			"40"	0	0	0	0		0	0	46	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	"40"
192	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1968	0	0	0			"40"	0	0	0	0		0	0	47	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	"40"
193	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1969	0	0	0			"40"	0	0	0	0		0	0	48	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	"40"
194	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1970	0	0	0			"40"	0	0	0	0		0	0	49	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	"40"
195	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1971	0	0	0			"40"	0	0	0	0		0	0	50	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	"40"
196	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1972	0	0	0			"40"	0	0	0	0		0	0	51	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	"40"
197	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1973	0	0	0			"40"	0	0	0	0		0	0	52	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	"40"
198	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1974	0	0	0			"40"	0	0	0	0		0	0	53	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	"40"
199	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1975	0	0	0	0		"40"	0	0	0	0		0	0	54	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	"40"
200	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1976	0	0	0	0		"40"	0	0	0	0		0	0	55	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	"40"
201	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter"	1977	0	0	0	0		"40"	0	0	0	0		0	0	56	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	"40"
202	"Austria"	"FPO"	"Austria FPO"	"Friedrich Peter/Alexander GOtz"	1978	0	0	0	0		"40"	0	0	0	0		0	0	50	0	0	0	0	0	14	1	1	1	1	1	1	1	0	1	"40"
203	"Austria"	"FPO"	"Austria FPO"	"Alexander GOtz/Norbert Steger"	1979	0	0	0	0		"40"	0	0	0	0		0	0	35	0	0	0	0	0	15	0	1	1	1	1	1	1	0	1	"40"
204	"Austria"	"FPO"	"Austria FPO"	"Norbert Steger"	1980	0	0	0	0		"40"	0	0	0	0		0	0	36	0	0	0	0	0	16	0	2	2	1	1	1	1	0	0	"40"
205	"Austria"	"FPO"	"Austria FPO"	"Norbert Steger"	1981	0	0	0	0		"40"	0	0	0	0		0	0	37	0	0	0	0	0	17	0	3	3	1	1	1	1	0	0	"40"
206	"Austria"	"FPO"	"Austria FPO"	"Norbert Steger"	1982	0	0	0	0		"40"	0	0	0	0		0	0	38	0	0	0	0	0	18	0	4	4	1	1	1	1	0	0	"40"
207	"Austria"	"FPO"	"Austria FPO"	"Norbert Steger"	1983	0	1	0			"40"	0	0	0	0		0	0	39	0	0	0	0	0	19	0	5	5	1	1	1	1	0	0	"40"
208	"Austria"	"FPO"	"Austria FPO"	"Norbert Steger"	1984	0	1	0			"40"	0	0	0	0		0	0	40	0	0	0	0	0	20	0	6	6	1	1	1	1	0	0	"40"
209	"Austria"	"FPO"	"Austria FPO"	"Norbert Steger"	1985	0	1	0			"40"	0	0	0	0		0	0	41	0	0	0	0	0	21	1	7	7	1	1	1	1	0	0	"40"
210	"Austria"	"FPO"	"Austria FPO"	"Norbert Steger/JOrg Haider"	1986	0	1	0			"40"	0	0	0	0		0	0	36	0	0	0	0	0	22	0	1	1	1	1	1	1	0	1	"40"
211	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1987	0	0	0			"40"	0	0	0	0		0	0	37	0	0	0	0	0	23	0	2	2	1	1	1	1	0	0	"40"
212	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1988	0	0	0			"40"	0	0	0	0		0	0	38	0	0	0	0	0	24	0	3	3	1	1	1	1	0	0	"40"
213	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1989	0	0	0			"40"	0	0	0	0		0	0	39	0	0	0	0	0	25	0	4	4	1	1	1	1	0	0	"40"
214	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1990	0	0	0			"40"	0	0	0	0		0	0	40	0	0	0	0	0	26	0	5	5	1	1	1	1	0	0	"40"
215	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1991	0	0	0			"40"	0	0	0	0		0	0	41	0	0	0	0	0	27	0	6	6	1	1	1	1	0	0	"40"
216	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1992	0	0	0			"40"	0	0	0	0		0	0	42	0	0	0	0	0	28	0	7	7	1	1	1	1	0	0	"40"
217	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1993	0	0	0			"40"	0	0	0	0		0	0	43	0	0	0	0	0	29	0	8	8	1	1	1	1	0	0	"40"
218	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1994	0	0	0			"40"	0	0	0	0		0	0	44	0	0	0	0	0	30	0	9	9	1	1	1	1	0	0	"40"
219	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1995	0	0	0			"40"	0	0	0	0		0	0	45	0	0	0	0	0	31	0	10	10	1	1	1	1	0	0	"40"
220	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1996	0	0	0			"40"	0	0	0	0		0	0	46	0	0	0	0	0	32	0	11	11	1	1	1	1	0	0	"40"
221	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1997	0	0	0	0		"40"	0	0	0	0		0	0	47	0	0	0	0	0	33	0	12	12	1	1	1	1	0	0	"40"
222	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1998	0	0	0	0		"40"	0	0	0	0		0	0	48	0	0	0	0	0	34	0	13	13	1	1	1	1	0	0	"40"
223	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider"	1999	0	0	0			"40"	0	0	0	0		0	0	49	0	0	0	0	0	35	1	14	14	1	1	1	1	0	0	"40"
224	"Austria"	"FPO"	"Austria FPO"	"JOrg Haider/Susanne Riess-Passer"	2000	0	1	0			"40"	0	0	0	0		0	1	39	0	0	0	1	0	36	0	1	1	1	1	1	1	1	1	"40"
225	"Austria"	"FPO"	"Austria FPO"	"Susanne Riess-Passer"	2001	0	1	0			"40"	0	0	0	0		0	1	40	0	0	0	0	1	37	1	2	2	1	1	1	1	1	0	"40"
226	"Austria"	"FPO"	"Austria FPO"	"Susanne Riess-Passer/Herbert Scheibner (Acting)/Mathias Reichhold/Herbert Haupt"	2002	0	1	0			"40"	0	0	0	0		0	0	83	0	0	0	0	1	38	0	1	1	1	1	1	1	0	1	"40"
227	"Austria"	"FPO"	"Austria FPO"	"Herbert Haupt"	2003	0	1	0			"40"	0	0	0	0		0	0	84	0	0	0	0	1	39	1	2	2	1	1	1	1	0	0	"40"
228	"Austria"	"FPO"	"Austria FPO"	"Herbert Haupt/Ursula Haubner"	2004	0	1	0			"40"	0	0	0	0		0	1	59	0	0	0	0	1	40	1	1	1	1	1	1	1	2	1	"40"
229	"Austria"	"FPO"	"Austria FPO"	"Ursula Haubner/Hilmar Kabas (Interim)/Heinz-Christian Strache"	2005	0	0	0			"40"	0	0	0	0		0	0	36	0	0	0	0	1	41	0	1	1	0	0	1	1	0	1	"40"
230	"Austria"	"FPO"	"Austria FPO"	"Heinz-Christian Strache"	2006	0	0	0			"40"	0	0	0	0		0	0	37	0	0	0	0	1	42	0	2	2	0	0	1	1	0	0	"40"
231	"Austria"	"FPO"	"Austria FPO"	"Heinz-Christian Strache"	2007	0	0	0			"40"	0	0	0	0		0	0	38	0	0	0	0	1	43	0	3	3	0	0	1	1	0	0	"40"
232	"Austria"	"FPO"	"Austria FPO"	"Heinz-Christian Strache"	2008	0	0	0			"40"	0	0	0	0		0	0	39	0	0	0	0	1	44	0	4	4	0	0	1	1	0	0	"40"
233	"Austria"	"FPO"	"Austria FPO"	"Heinz-Christian Strache"	2009	0	0	0			"40"	0	0	0	0		0	0	40	0	0	0	0	1	45	0	5	5	0	0	1	1	0	0	"40"
234	"Austria"	"FPO"	"Austria FPO"	"Heinz-Christian Strache"	2010	0	0	0			"40"	0	0	0	0		0	0	41	0	0	0	0	1	46	0	6	6	0	0	1	1	0	0	"40"
235	"Austria"	"FPO"	"Austria FPO"	"Heinz-Christian Strache"	2011	0	0	0			"40"	0	0	0	0		0	0	42	0	0	0	0	1	47	0	7	7	0	0	1	1	0	0	"40"
236	"Austria"	"FPO"	"Austria FPO"	"Heinz-Christian Strache"	2012	0	0	0			"40"	0	0	0	0		0	0	43	0	0	0	0	1	48	0	8	8	0	0	1	1	0	0	"40"
237	"Austria"	"FPO"	"Austria FPO"	"Heinz-Christian Strache"	2013	0	0	0			"40"	0	0	0	0		0	0	44	0	0	0	0	1	49	0	9	9	0	0	1	1	0	0	"40"
238	"Austria"	"LIF"	"Austria LIF"	"Heide Schmidt"	1993	0	0	0	0	0	"40"	1	1	1	1		0	1	45	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	"40"
239	"Austria"	"LIF"	"Austria LIF"	"Heide Schmidt"	1994	0	0	0			"40"	1	1	1	1		0	1	46	0	0	0	0	1	2	0	2	2	1	1	1	1	1	0	"40"
240	"Austria"	"LIF"	"Austria LIF"	"Heide Schmidt"	1995	0	0	0			"40"	1	1	1	1		0	1	47	0	0	0	0	1	3	0	3	3	1	1	1	1	1	0	"40"
241	"Austria"	"LIF"	"Austria LIF"	"Heide Schmidt"	1996	0	0	0			"40"	1	1	1	1		0	1	48	0	0	0	0	1	4	0	4	4	1	1	1	1	1	0	"40"
242	"Austria"	"LIF"	"Austria LIF"	"Heide Schmidt"	1997	0	0	0			"40"	1	1	1	1		0	1	49	0	0	0	0	1	5	0	5	5	1	1	1	1	1	0	"40"
243	"Austria"	"LIF"	"Austria LIF"	"Heide Schmidt"	1998	0	0	0			"40"	1	1	1	1		0	1	50	0	0	0	0	1	6	0	6	6	1	1	1	1	1	0	"40"
244	"Austria"	"LIF"	"Austria LIF"	"Heide Schmidt"	1999	0	0	0		0	"40"	1	1	1	1		0	1	51	0	0	0	0	1	7	1	7	7	1	1	1	1	1	0	"40"
245	"Austria"	"LIF"	"Austria LIF"	"Heide Schmidt/Christian KOck/Friedhelm Frischenschlager (Interim)"	2000	0	0	0		0	"40"	1	1	1	1		0	0	57	0	0	0	0	1	8	1	1	1	1	1	1	1	0	1	"40"
246	"Austria"	"LIF"	"Austria LIF"	"Friedhelm Frischenschlager (Interim)/Alexander Zach"	2001	0	0	0		0	"40"	1	1	1	1		0	0	25	0	0	0	0	1	9	0	1	1	1	1	1	1	0	1	"40"
247	"Austria"	"LIF"	"Austria LIF"	"Alexander Zach"	2002	0	0	0	0	0	"40"	1	1	1	1		0	0	26	0	0	0	0	1	10	0	2	2	1	1	1	1	0	0	"40"
248	"Austria"	"LIF"	"Austria LIF"	"Alexander Zach"	2003	0	0	0	0	0	"40"	1	1	1	1		0	0	27	0	0	0	0	1	11	0	3	3	1	1	1	1	0	0	"40"
249	"Austria"	"LIF"	"Austria LIF"	"Alexander Zach"	2004	0	0	0	0	0	"40"	1	1	1	1		0	0	28	0	0	0	0	1	12	0	4	4	1	1	1	1	0	0	"40"
250	"Austria"	"LIF"	"Austria LIF"	"Alexander Zach"	2005	0	0	0	0	0	"40"	1	1	1	1		0	0	29	0	0	0	0	1	13	0	5	5	1	1	1	1	0	0	"40"
251	"Austria"	"LIF"	"Austria LIF"	"Alexander Zach"	2006	0	0	0	0	0	"40"	1	1	1	1		0	0	30	0	0	0	0	1	14	0	6	6	1	1	1	1	0	0	"40"
252	"Austria"	"LIF"	"Austria LIF"	"Alexander Zach"	2007	0	0	0	0	0	"40"	1	1	1	1		0	0	31	0	0	0	0	1	15	1	7	7	1	1	1	1	0	0	"40"
253	"Austria"	"LIF"	"Austria LIF"	"Alexander Zach/Heide Schmidt (Interim)/Werner Becher"	2008	0	0	0	0	0	"40"	1	1	1	1		0	0	36	0	0	0	0	1	16	1	1	1	1	1	1	1	0	1	"40"
254	"Austria"	"LIF"	"Austria LIF"	"Werner Becher/Angelika Mlinar"	2009	0	0	0	0	0	"40"	1	1	1	1		0	1	39	0	0	0	0	1	17	0	1	1	0	0	1	1	2	1	"40"
255	"Austria"	"LIF"	"Austria LIF"	"Angelika Mlinar"	2010	0	0	0	0	0	"40"	1	1	1	1		0	1	40	0	0	0	0	1	18	0	2	2	0	0	1	1	2	0	"40"
256	"Austria"	"LIF"	"Austria LIF"	"Angelika Mlinar"	2011	0	0	0	0	0	"40"	1	1	1	1		0	1	41	0	0	0	0	1	19	0	3	3	0	0	1	1	2	0	"40"
257	"Austria"	"LIF"	"Austria LIF"	"Angelika Mlinar"	2012	0	0	0	0	0	"40"	1	1	1	1		0	1	42	0	0	0	0	1	20	0	4	4	0	0	1	1	2	0	"40"
258	"Austria"	"LIF"	"Austria LIF"	"Angelika Mlinar"	2013	0	0	0	0	0	"40"	1	1	1	1		0	1	43	0	0	0	0	1	21	0	5	5	0	0	1	1	2	0	"40"
259	"Austria"	"OVP"	"Austria OVP"	""	1959	0	1		0		"50"						0			0	0	0		0		0	0	0	0	0	0	0	0		"50"
260	"Austria"	"OVP"	"Austria OVP"	"Josef Klaus"	1965	0	1	1			"50"	0	0	0	0		0	0	55	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"50"
261	"Austria"	"OVP"	"Austria OVP"	"Josef Klaus"	1966	0	1	1			"50"	0	0	0	0		0	0	56	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	"50"
262	"Austria"	"OVP"	"Austria OVP"	"Josef Klaus"	1967	0	1	1			"50"	0	0	0	0		0	0	57	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	"50"
263	"Austria"	"OVP"	"Austria OVP"	"Josef Klaus"	1968	0	1	1			"50"	0	0	0	0		0	0	58	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	"50"
264	"Austria"	"OVP"	"Austria OVP"	"Josef Klaus"	1969	0	1	1			"50"	0	0	0	0		0	0	59	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	"50"
