"","proposal_ID","loc_time","loc_year","propspec","signedas","loc_month","livemonth","post_mid","congress_2","passed2","scsentences","scmonth","sctrend","exog_event","fil_distance","presApp","sTerm","midtermyear_unifsen","opp.sen","agendaSize","scmonths","key","critical"
"157",22,196705,1967,"extend Older Americans Act","Social Security Act Amends (248)",5,5,"1","90",0,0,0,0,0,0.277399986982346,49.36,0,0,36,29,3,0,0
"158",22,196706,1967,"extend Older Americans Act","Social Security Act Amends (248)",6,6,"1","90",0,19,1,1,0,0.277399986982346,56.566,0,0,36,29,3,0,0
"159",22,196703,1967,"extend Older Americans Act","Social Security Act Amends (248)",3,3,"1","90",0,0,0,0,0,0.277399986982346,50.038,0,0,36,29,3,0,0
"160",22,196708,1967,"extend Older Americans Act","Social Security Act Amends (248)",8,8,"1","90",0,0,1,3,0,0.277399986982346,40.71,0,0,36,23,3,0,0
"161",22,196701,1967,"extend Older Americans Act","Social Security Act Amends (248)",1,1,"1","90",0,0,0,0,0,0.277399986982346,51.891,0,0,36,8,3,0,0
"162",22,196709,1967,"extend Older Americans Act","Social Security Act Amends (248)",9,9,"1","90",0,0,0,0,0,0.277399986982346,38.433,0,0,36,21,3,0,0
"163",23,196806,1968,"vocational rehab act extension","Vocational Rehab Act amends (431)",6,18,"1","90",0,7,1,1,0,0.277399986982346,49.259,0,0,36,21,2,1,0
"164",23,196804,1968,"vocational rehab act extension","Vocational Rehab Act amends (431)",4,16,"1","90",0,0,0,0,0,0.277399986982346,52.089,0,0,36,22,2,0,0
"165",23,196802,1968,"vocational rehab act extension","Vocational Rehab Act amends (431)",2,14,"1","90",0,0,0,0,1,0.277399986982346,47.147,0,0,36,21,2,0,0
"166",23,196807,1968,"vocational rehab act extension","Vocational Rehab Act amends (431)",7,19,"1","90",1,21,1,2,0,0.277399986982346,46.034,0,0,36,19,2,1,0
"167",23,196805,1968,"vocational rehab act extension","Vocational Rehab Act amends (431)",5,17,"1","90",0,0,0,0,1,0.277399986982346,49.669,0,0,36,22,2,0,0
"168",23,196803,1968,"vocational rehab act extension","Vocational Rehab Act amends (431)",3,15,"1","90",0,0,0,0,0,0.277399986982346,49.002,0,0,36,23,2,0,0
"169",23,196801,1968,"vocational rehab act extension","Vocational Rehab Act amends (431)",1,13,"1","90",0,0,0,0,0,0.277399986982346,49.804,0,0,36,12,2,0,0
"170",24,196701,1967,"medicaid extension to disabled under 65","Social Security Act Amends (248)",1,1,"1","90",0,0,0,0,0,0.277399986982346,51.891,0,0,36,8,3,0,0
