id	eonumber	year	revoked	revoke_year	revokedbyotherthaneo	substantive_amended	sub_amend_year	superseded	supersede_year	partrevoked	reject_revoke_eo	transfer_rv	abolish_rv	amend_rv	other_auth_rv	ceremonial	divdgovt	recent	fds	nyt	public_mention	log_words	war	inflation	presapprove_year	electyr	admchg	endterm	civilservice	publicland	economy	committee	civilrights	intelligence	nationalsecurity	foreignservice	militaryoperations	governmentcontracting	temporaryandemergencyfunctions
3519	"11017"	1962	0		0	0		1	1966	0	0	0	0	0	0	0	0	0	0	1	1	6.458338	0	1.14	72.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3520	"11018"	1962	0		0	0		1	1969	0	0	0	0	0	0	0	0	0	0	0	0	4.812184	0	1.14	72.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3521	"11019"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	4.75359	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3522	"11020"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	5.187386	0	1.14	72.15	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3523	"11021"	1962	0		0	1	1976	1	1986	0	0	0	0	0	0	0	0	0	0	0	0	6.716595	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3524	"11022"	1962	1	1982	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	6.098074	0	1.14	72.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3525	"11023"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	7.279319	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3526	"11024"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	4.634729	0	1.14	72.15	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3527	"11025"	1962	1	1986	0	1	1962	0		0	1	0	0	0	0	0	0	0	0	0	0	5.313206	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3528	"11026"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.187386	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3529	"11027"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.455321	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3530	"11028"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.648974	0	1.14	72.15	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3531	"11029"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.575949	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3532	"11030"	1962	0		0	1	1967	0		0	0	0	0	0	0	0	0	0	0	0	0	6.803505	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3533	"11031"	1962	0		0	0		1	1967	0	0	0	0	0	0	0	0	0	0	0	0	5.003946	0	1.14	72.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3534	"11032"	1962	1	1967	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	4.997212	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3535	"11033"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.384495	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3536	"11034"	1962	0		0	1	1967	0		0	0	0	0	0	0	0	0	1	1	0	0	7.678326	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3537	"11035"	1962	0		0	0		1	1970	0	0	0	0	0	0	0	0	0	0	1	0	6.622736	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3538	"11036"	1962	1	1980	0	0		0		0	0	0	0	0	1	0	0	0	1	0	0	6.244167	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3539	"11037"	1962	1	1974	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.852202	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3540	"11038"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	1	0	0	4.276666	0	1.14	72.15	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3541	"11039"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	4.543295	0	1.14	72.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3542	"11040"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.402678	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3543	"11041"	1962	0		0	1	1965	1	1979	0	0	0	0	0	0	0	0	1	0	1	0	7.146772	0	1.14	72.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3544	"11042"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.433722	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3545	"11043"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.370638	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3546	"11044"	1962	0		0	0		0		0	0	0	0	0	0	0	0	1	0	1	0	6.695799	0	1.14	72.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3547	"11045"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	4.553877	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3548	"11046"	1962	0		0	0		0		0	0	0	0	0	0	1	0	0	0	1	0	5.988961	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3549	"11047"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	1	0	0	6.306275	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3550	"11048"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.50279	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3551	"11049"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	1	0	0	1	5.826	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3552	"11050"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.375278	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3553	"11051"	1962	1	1979	0	1	1978	0		1	0	1	0	0	0	0	0	0	0	0	0	8.292298	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3554	"11052"	1962	0		0	0		1	1972	0	0	0	0	0	0	0	0	0	0	1	0	6.204558	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3555	"11053"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	1	1	0	6.376727	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3556	"11054"	1962	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.739793	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3557	"11055"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.47227	0	1.14	72.15	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3558	"11056"	1962	0		0	0		1	1963	0	0	0	0	0	0	0	0	1	0	0	0	4.934474	0	1.14	72.15	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3559	"11057"	1962	0		0	1	1978	0		0	0	0	0	0	0	0	0	0	0	0	0	5.493062	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3560	"11058"	1962	0		0	0		0		0	0	0	0	0	0	0	0	1	1	1	0	5.937536	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3561	"11059"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	1	0	0	5.56452	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3562	"11060"	1962	0		0	0		0		0	0	0	0	0	0	0	0	1	0	0	0	4.787492	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3563	"11061"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	4.691348	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3564	"11062"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	1	0	0	4.406719	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3565	"11063"	1962	1	1994	0	1	1980	0		0	0	0	0	1	0	0	0	0	0	1	1	7.5632	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3566	"11064"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	5.488938	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3567	"11065"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.342334	0	1.14	72.15	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3568	"11066"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	9.341456	0	1.14	72.15	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3569	"11067"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.960348	0	1.14	72.15	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3570	"11068"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	5.293305	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3571	"11069"	1962	0		0	0		1	1966	0	0	0	0	0	0	0	0	0	0	0	0	3.850147	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3572	"11070"	1962	1	1983	0	0		0		0	0	0	0	1	0	0	0	0	0	0	0	5.590987	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3573	"11071"	1962	0		0	0		1	1965	0	0	0	0	0	0	0	0	1	1	0	0	6.063785	0	1.14	72.15	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3574	"11072"	1962	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.520621	0	1.14	72.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3575	"11073"	1963	0		0	1	1964	1	1973	0	0	0	0	0	0	0	0	1	0	1	1	7.430707	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3576	"11074"	1963	1	1968	0	0		0		0	0	0	1	0	0	0	0	0	0	1	0	6.291569	0	1.19	63.54	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3577	"11075"	1963	1	1975	0	1		0		0	0	1	0	0	0	0	0	1	1	0	0	7.431892	0	1.19	63.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3578	"11076"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.533789	0	1.19	63.54	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3579	"11077"	1963	0		0	1	1976	0		0	0	0	0	0	0	0	0	1	0	0	0	6.833032	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3580	"11078"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.655992	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3581	"11079"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	1	0	0	4.859812	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3582	"11080"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	5.379897	0	1.19	63.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3583	"11081"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	8.936298	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3584	"11082"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.170484	0	1.19	63.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3585	"11083"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.204007	0	1.19	63.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3586	"11084"	1963	1	1970	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	5.501258	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3587	"11085"	1963	0		0	0		0		0	0	0	0	0	0	1	0	0	0	1	1	6.689599	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3588	"11086"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	1	0	0	5.823046	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3589	"11087"	1963	1	1969	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	6.568078	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3590	"11088"	1963	1	1969	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	6.530878	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3591	"11089"	1963	1	1969	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	6.779922	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3592	"11090"	1963	1	1969	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	6.98749	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3593	"11091"	1963	1	1969	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	7.148346	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3594	"11092"	1963	1	1969	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	7.138867	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3595	"11093"	1963	1	1969	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	7.394493	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3596	"11094"	1963	1	1969	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	7.41998	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3597	"11095"	1963	1	1969	0	0		0		0	0	1	0	0	0	0	0	0	0	0	0	7.516977	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3598	"11096"	1963	0		0	0		0		0	0	0	0	0	0	1	0	0	0	0	0	4.990433	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3599	"11097"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	1	0	0	5.117994	0	1.19	63.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3600	"11098"	1963	1	1986	0	1	1963	0		0	1	0	0	0	0	0	0	0	1	1	0	7.621685	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3601	"11099"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.056246	0	1.19	63.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3602	"11100"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	6.467699	0	1.19	63.54	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3603	"11101"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.572154	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3604	"11102"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	4.997212	0	1.19	63.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3605	"11103"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.981414	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3606	"11104"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	4.867535	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3607	"11105"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	6.767343	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3608	"11106"	1963	1	1975	0	0		0		0	0	0	0	0	1	0	0	1	1	0	0	6.74876	0	1.19	63.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3609	"11107"	1963	0		0	0		1	1983	0	0	0	0	0	0	0	0	0	0	0	0	6.428105	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3610	"11108"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	1	1	0	5.755742	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3611	"11109"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.231109	0	1.19	63.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3612	"11110"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.293305	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3613	"11111"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	1	1	0	5.937536	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3614	"11112"	1963	1	1965	0	0		0		0	1	0	0	0	0	0	0	0	0	1	1	6.603944	0	1.19	63.54	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3615	"11113"	1963	1	1975	0	0		0		0	0	0	0	0	1	0	0	1	1	0	0	4.890349	0	1.19	63.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3616	"11114"	1963	0		0	0		1	1965	0	0	0	0	0	0	0	0	0	0	1	1	7.572503	0	1.19	63.54	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3617	"11115"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.525453	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3618	"11116"	1963	1	1986	0	0		1	1965	0	1	0	0	0	0	0	0	0	0	0	0	5.771441	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3619	"11117"	1963	1	1970	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	6.206576	0	1.19	63.54	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3620	"11118"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	1	1	0	6.011267	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3621	"11119"	1963	1	1986	0	1	1965	0		0	1	0	0	0	0	0	0	0	1	1	0	5.420535	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3622	"11120"	1963	1	1964	0	0		0		0	0	0	0	0	1	0	0	0	0	0	0	7.040536	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3623	"11121"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.393628	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3624	"11122"	1963	0		0	0		1	1966	0	0	0	0	0	0	0	0	0	0	1	0	6.552508	0	1.19	63.54	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3625	"11123"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	5.451038	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3626	"11124"	1963	1	1965	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.638355	0	1.19	63.54	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3627	"11125"	1963	1	1965	0	0		0		0	0	0	0	0	1	0	0	0	0	1	1	5.777652	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3628	"11126"	1963	1	1978	0	1	1965	0		0	0	0	1	0	0	0	0	0	0	1	0	6.74052	0	1.19	63.54	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3629	"11127"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.438079	0	1.19	63.54	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3630	"11128"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	4.624973	0	1.19	74.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3631	"11129"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	5.043425	0	1.19	74.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3632	"11130"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	5.398163	0	1.19	74.71	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3633	"11131"	1963	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.463832	0	1.19	74.71	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3634	"11132"	1963	1	1973	0	0		0		0	0	0	1	0	0	0	0	0	0	0	0	6.434546	0	1.19	74.71	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3635	"11133"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	5.111988	0	1.19	74.71	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3636	"11134"	1963	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	1	3.970292	0	1.19	74.71	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3637	"11135"	1964	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.47227	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3638	"11136"	1964	1	1971	0	1	1967	0		0	0	0	1	0	0	0	0	0	0	1	0	6.869014	0	1.34	74.71	1	0	0	0	0	0	1	0	0	0	0	0	0	0
3639	"11137"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.60123	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3640	"11138"	1964	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.187386	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3641	"11139"	1964	0		0	0		0		0	0	0	0	0	0	1	0	0	0	0	0	5.164786	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3642	"11140"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.523562	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3643	"11141"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	1	6.09131	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3644	"11142"	1964	0		0	0		1	1966	0	0	0	0	0	0	0	0	0	0	0	0	5.983936	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3645	"11143"	1964	1	1968	0	0		0		0	0	0	1	0	0	0	0	0	1	0	0	5.902633	0	1.34	74.71	1	0	0	0	0	0	1	0	0	0	0	0	0	0
3646	"11144"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.490724	0	1.34	74.71	1	0	0	0	0	0	1	0	0	0	0	0	0	1
3647	"11145"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	1	6.464588	0	1.34	74.71	1	0	0	0	0	0	1	0	0	0	0	0	0	0
3648	"11146"	1964	1	1964	0	0		0		0	0	0	0	0	1	0	0	0	0	0	0	6.609349	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3649	"11147"	1964	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	0	0	5.620401	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3650	"11148"	1964	1	1973	0	0		0		0	0	0	1	0	0	0	0	0	0	0	0	3.713572	0	1.34	74.71	1	0	0	0	0	0	1	0	0	0	0	0	0	0
3651	"11149"	1964	1	1968	0	0		0		0	1	0	0	0	0	0	0	0	0	0	1	6.023448	0	1.34	74.71	1	0	0	0	0	0	1	0	0	0	0	0	0	0
3652	"11150"	1964	1	1964	0	0		0		0	0	1	0	0	0	0	0	0	0	1	0	6.790097	0	1.34	74.71	1	0	0	0	0	0	1	0	0	0	0	0	0	0
3653	"11151"	1964	1	1978	0	0		0		0	1	0	0	0	0	0	0	0	1	0	0	4.143135	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3654	"11152"	1964	1	1970	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	6.668228	0	1.34	74.71	1	0	0	0	0	0	1	0	0	0	0	0	0	0
3655	"11153"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	0	5.062595	0	1.34	74.71	1	0	0	0	0	1	0	0	0	0	0	0	0	0
3656	"11154"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	1	1	5.17615	0	1.34	74.71	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3657	"11155"	1964	0		0	1	1979	0		0	0	0	0	0	0	0	0	0	0	1	1	6.20859	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3658	"11156"	1964	1	1968	0	0		0		0	1	0	0	0	0	0	0	0	0	1	1	6.263398	0	1.34	74.71	1	0	0	0	0	0	1	0	0	0	0	0	0	0
3659	"11157"	1964	1	2003	0	1	1965	0		0	0	0	0	0	1	0	0	0	0	0	1	8.525757	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3660	"11158"	1964	0		0	0		0		0	0	0	0	0	0	0	0	1	0	0	0	4.94876	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3661	"11159"	1964	1	1968	0	0		0		0	0	0	0	0	1	0	0	0	1	0	0	3.970292	0	1.34	74.71	1	0	0	0	0	1	1	0	0	0	0	0	0	0
3662	"11160"	1964	0		0	0		0		0	0	0	0	0	0	0	0	1	0	0	0	6.831954	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3663	"11161"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.356108	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3664	"11162"	1964	0		0	0		1	1965	0	0	0	0	0	0	0	0	0	0	0	0	5.081404	0	1.34	74.71	1	0	0	0	0	0	1	1	0	0	0	0	0	0
3665	"11163"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.473891	0	1.34	74.71	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3666	"11164"	1964	0		0	0		1	1965	0	0	0	0	0	0	0	0	0	0	0	0	5.356586	0	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3667	"11165"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	1	0	0	6.543912	1	1.34	74.71	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3668	"11166"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	1	0	0	6.33328	1	1.34	74.71	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3669	"11167"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	6.533789	1	1.34	74.71	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3670	"11168"	1964	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.480639	1	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3671	"11169"	1964	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.513429	1	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3672	"11170"	1964	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	0	1	0	5.480639	1	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3673	"11171"	1964	1	1986	0	0		0		0	1	0	0	0	0	0	0	0	1	0	0	7.111512	1	1.34	74.71	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3674	"11172"	1964	0		0	0		0		0	0	0	0	0	0	0	0	0	1	0	0	5.983936	1	1.34	74.71	1	0	0	0	1	0	0	0	0	0	0	0	0	0
